snp-dists 0.6.3	GCA_0101358351	GCA_0101378951	GCA_0101429751	GCA_0101430351	GCA_0101430551	GCA_0101430751	GCA_0101430851	GCA_0101430951	GCA_0101431051	GCA_0101431551	GCA_0101431751	GCA_0101431851	GCA_0101431951	GCA_0101433051	GCA_0101435951	GCA_0101436651	GCA_0101437451	GCA_0101439151	GCA_0101441051	GCA_0101443251	GCA_0101445551	GCA_0101446351	GCA_0101451451	GCA_0101616951	GCA_0101617351	GCA_0101618651	GCA_0101620151	GCA_0101623851	GCA_0101625351	GCA_0101626851	GCA_0101629251	GCA_0101693951	GCA_0101694951	GCA_0101710151	GCA_0101710251	GCA_0101710951	GCA_0101713551	GCA_0101713651	GCA_0101714151	GCA_0101715251	GCA_0101715651	GCA_0101716851	GCA_0101718951	GCA_0101720751	GCA_0101721751	GCA_0101721951	GCA_0101722551	GCA_0101723251	GCA_0101723951	GCA_0101724451	GCA_0101724551	GCA_0101724951	GCA_0101726651	Reference	abfrh	abkuz	abkvm	abkwr	abkxb	acvbk	acvce	acvcn	acvco	acvcp	acvcq	acvcr	acvcu	acvcv	acvcw	acvcx	acvdp	acvdq	acvdr	acvds	acvdt	acvdu	acvdv	acvdw	acvdx	acveg	acvek	acvel	acvem	acvep	acveq	acver	acvev	acvew	acvez	acvgi	acvgl	acvgu	acvgw	acvgz	acvha	acvhb	adptn	adpty	adptz	adpug	adpul	adpum	adpvc	adpvf	adpvg	adpvi	adpvj	adpvl	adpvm	adpvo	adpvp	adpvq	adpvz	adpwe	adpwh	adpwj	adpwm	adpwn	adpwo	adpwp	adpwq	adpws	adpwt	adpwu	adpww	adpwx	adpyl	adpym	adpyn	adpyo	adpyp	adpyq	adpyr	adpys	adpzn	adpzo	adpzp	adpzq	adpzr	adpzs	adpzt	adpzu	adpzv	adpzw	adpzx	adpzy	adpzz	adqbt	adqbu	adqbv	adqbw	adqbx	adqby	adqcp	adqcq	adqcu	adqcv	adqcw	adqcx	adqcy	adqcz	adqda	adqdb	adqdh	adqdi	adqdj	adqdk	adqdl	adqdm	adqdn	adqdo	adqdp	adqdq	adqdr	adqds	adqdt	adqdu	adqdv	adqdw	adqdy	adqer	adqes	adqet	adqeu	adqev	adqew	adqex	adqey	adqez	adqfa	adqfb	adqfc	adqfd	adqfe	adqff	adqfg	adqfh	adqfi	adqib	adqic	adqid	adqie	adqif	adqig	adqih	adqii	adtqb	adtqc	adtqd	adtqe	adtqf	adtqg	adtqi	adtqj	adtqk	adtql	adtqm	adtqn	adtqo	adtqp	adtqq	adtqr	adtqs	adtqt	adtqw	adtqx	adtqy	adtqz	adtra	adtrb	adtrj	adtrk	adtrl	adtrm	adtrn	adtro	adtrp	adtrq	adtrr	adtrs	adtrt	adtru	adtrv	adtrw	adtrx	adtry	adtrz	adtsa	adtsb	adtsc	adtsd	adtsg	adtsh	adtsi	adtsk	adtsl	adtsm	adtsn	adtso	adtss	adtsu	adtsv	adtsw	adtsx	adtsy
adtqc	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	7	7	7	6	3	7	7	1	1	0	1	8	6	7	6	4	4	1	2	6	2	3	5	2	8	8	1	1	2	1	3	6	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtqd	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	6	6	6	5	2	6	6	0	0	1	0	7	5	6	5	3	3	0	1	5	1	2	4	1	7	7	0	0	1	0	2	5	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtqe	663	819	661	660	659	661	663	660	659	660	661	662	659	660	661	662	660	663	660	660	661	661	659	660	662	662	660	659	660	660	660	661	662	660	658	660	659	663	660	664	661	660	662	666	660	660	658	660	660	660	663	659	658	115	102	102	94	112	112	111	102	102	102	102	102	102	102	102	103	102	112	111	111	112	111	111	111	131	112	112	111	112	112	111	113	111	111	113	111	111	112	111	111	114	111	113	138	140	138	145	141	140	110	112	112	112	112	111	112	108	109	110	145	145	112	112	113	113	112	112	113	112	112	112	113	112	110	111	111	110	110	111	110	111	110	110	111	111	110	109	110	111	110	109	110	110	111	112	112	112	112	111	111	112	111	110	112	110	110	109	109	111	108	116	117	118	116	115	115	116	116	116	116	116	116	116	118	118	115	116	118	118	116	116	118	118	116	117	117	116	115	118	118	116	116	115	115	115	11	1	1	10	7	11	5	7	7	8	7	0	10	5	4	10	8	7	8	4	8	9	3	8	2	6	7	7	8	7	7	10	146	147	146	146	147	147	147	148	146	148	147	147	146	146	147	147	147	148	147	161	162	161	162	161	161	162	162	161	161	162	162	161	161	118	115
adtqf	661	817	659	658	657	659	661	658	657	658	659	660	657	658	659	660	658	661	658	658	659	659	657	658	660	660	658	657	658	658	658	659	660	658	656	658	657	661	658	662	659	658	660	664	658	658	656	658	658	658	661	657	656	113	100	100	92	110	110	109	100	100	100	100	100	100	100	100	101	100	110	109	109	110	109	109	109	129	110	110	109	110	110	109	111	109	109	111	109	109	110	109	109	112	109	111	136	138	136	143	139	138	108	110	110	110	110	109	110	106	107	108	143	143	110	110	111	111	110	110	111	110	110	110	111	110	108	109	109	108	108	109	108	109	108	108	109	109	108	107	108	109	108	107	108	108	109	110	110	110	110	109	109	110	109	108	110	108	108	107	107	109	106	114	115	116	114	113	113	114	114	114	114	114	114	114	116	116	113	114	116	116	114	114	116	116	114	115	115	114	113	116	116	114	114	113	113	113	1	9	9	0	3	1	9	5	5	6	5	10	0	9	8	8	4	5	6	8	6	7	7	6	10	10	5	5	6	5	3	0	144	145	144	144	145	145	145	146	144	146	145	145	144	144	145	145	145	146	145	159	160	159	160	159	159	160	160	159	159	160	160	159	159	116	113
adtqg	662	818	660	659	658	660	662	659	658	659	660	661	658	659	660	661	659	662	659	659	660	660	658	659	661	661	659	658	659	659	659	660	661	659	657	659	658	662	659	663	660	659	661	665	659	659	657	659	659	659	662	658	657	114	101	101	93	111	111	110	101	101	101	101	101	101	101	101	102	101	111	110	110	111	110	110	110	130	111	111	110	111	111	110	112	110	110	112	110	110	111	110	110	113	110	112	137	139	137	144	140	139	109	111	111	111	111	110	111	107	108	109	144	144	111	111	112	112	111	111	112	111	111	111	112	111	109	110	110	109	109	110	109	110	109	109	110	110	109	108	109	110	109	108	109	109	110	111	111	111	111	110	110	111	110	109	111	109	109	108	108	110	107	115	116	117	115	114	114	115	115	115	115	115	115	115	117	117	114	115	117	117	115	115	117	117	115	116	116	115	114	117	117	115	115	114	114	114	10	4	4	9	6	10	0	6	6	7	6	5	9	0	3	9	7	6	7	3	7	8	2	7	5	1	6	6	7	6	6	9	145	146	145	145	146	146	146	147	145	147	146	146	145	145	146	146	146	147	146	160	161	160	161	160	160	161	161	160	160	161	161	160	160	117	114
adtqi	661	817	659	658	657	659	661	658	657	658	659	660	657	658	659	660	658	661	658	658	659	659	657	658	660	660	658	657	658	658	658	659	660	658	656	658	657	661	658	662	659	658	660	664	658	658	656	658	658	658	661	657	656	113	100	100	92	110	110	109	100	100	100	100	100	100	100	100	101	100	110	109	109	110	109	109	109	129	110	110	109	110	110	109	111	109	109	111	109	109	110	109	109	112	109	111	136	138	136	143	139	138	108	110	110	110	110	109	110	106	107	108	143	143	110	110	111	111	110	110	111	110	110	110	111	110	108	109	109	108	108	109	108	109	108	108	109	109	108	107	108	109	108	107	108	108	109	110	110	110	110	109	109	110	109	108	110	108	108	107	107	109	106	114	115	116	114	113	113	114	114	114	114	114	114	114	116	116	113	114	116	116	114	114	116	116	114	115	115	114	113	116	116	114	114	113	113	113	9	3	3	8	5	9	3	5	5	6	5	4	8	3	0	8	6	5	6	2	6	7	1	6	4	4	5	5	6	5	5	8	144	145	144	144	145	145	145	146	144	146	145	145	144	144	145	145	145	146	145	159	160	159	160	159	159	160	160	159	159	160	160	159	159	116	113
adtqj	661	817	659	658	657	659	661	658	657	658	659	660	657	658	659	660	658	661	658	658	659	659	657	658	660	660	658	657	658	658	658	659	660	658	656	658	657	661	658	662	659	658	660	664	658	658	656	658	658	658	661	657	656	113	100	100	92	110	110	109	100	100	100	100	100	100	100	100	101	100	110	109	109	110	109	109	109	129	110	110	109	110	110	109	111	109	109	111	109	109	110	109	109	112	109	111	136	138	136	143	139	138	108	110	110	110	110	109	110	106	107	108	143	143	110	110	111	111	110	110	111	110	110	110	111	110	108	109	109	108	108	109	108	109	108	108	109	109	108	107	108	109	108	107	108	108	109	110	110	110	110	109	109	110	109	108	110	108	108	107	107	109	106	114	115	116	114	113	113	114	114	114	114	114	114	114	116	116	113	114	116	116	114	114	116	116	114	115	115	114	113	116	116	114	114	113	113	113	9	9	9	8	5	9	9	3	3	4	3	10	8	9	8	0	6	3	4	8	4	5	7	4	10	10	3	3	4	3	5	8	144	145	144	144	145	145	145	146	144	146	145	145	144	144	145	145	145	146	145	159	160	159	160	159	159	160	160	159	159	160	160	159	159	116	113
adtqk	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	5	7	7	4	1	5	7	3	3	4	3	8	4	7	6	6	0	3	4	6	4	5	5	4	8	8	3	3	4	3	1	4	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtql	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	6	6	6	5	2	6	6	0	0	1	0	7	5	6	5	3	3	0	1	5	1	2	4	1	7	7	0	0	1	0	2	5	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtqm	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	7	7	7	6	3	7	7	1	1	2	1	8	6	7	6	4	4	1	0	6	2	3	5	2	8	8	1	1	2	1	3	6	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtqn	661	817	659	658	657	659	661	658	657	658	659	660	657	658	659	660	658	661	658	658	659	659	657	658	660	660	658	657	658	658	658	659	660	658	656	658	657	661	658	662	659	658	660	664	658	658	656	658	658	658	661	657	656	113	100	100	92	110	110	109	100	100	100	100	100	100	100	100	101	100	110	109	109	110	109	109	109	129	110	110	109	110	110	109	111	109	109	111	109	109	110	109	109	112	109	111	136	138	136	143	139	138	108	110	110	110	110	109	110	106	107	108	143	143	110	110	111	111	110	110	111	110	110	110	111	110	108	109	109	108	108	109	108	109	108	108	109	109	108	107	108	109	108	107	108	108	109	110	110	110	110	109	109	110	109	108	110	108	108	107	107	109	106	114	115	116	114	113	113	114	114	114	114	114	114	114	116	116	113	114	116	116	114	114	116	116	114	115	115	114	113	116	116	114	114	113	113	113	9	3	3	8	5	9	3	5	5	6	5	4	8	3	2	8	6	5	6	0	6	7	1	6	4	4	5	5	6	5	5	8	144	145	144	144	145	145	145	146	144	146	145	145	144	144	145	145	145	146	145	159	160	159	160	159	159	160	160	159	159	160	160	159	159	116	113
adtqo	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	7	7	7	6	3	7	7	1	1	2	1	8	6	7	6	4	4	1	2	6	0	3	5	2	8	8	1	1	2	1	3	6	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtqp	660	816	658	657	656	658	660	657	656	657	658	659	656	657	658	659	657	660	657	657	658	658	656	657	659	659	657	656	657	657	657	658	659	657	655	657	656	660	657	661	658	657	659	663	657	657	655	657	657	657	660	656	655	112	99	99	91	109	109	108	99	99	99	99	99	99	99	99	100	99	109	108	108	109	108	108	108	128	109	109	108	109	109	108	110	108	108	110	108	108	109	108	108	111	108	110	135	137	135	142	138	137	107	109	109	109	109	108	109	105	106	107	142	142	109	109	110	110	109	109	110	109	109	109	110	109	107	108	108	107	107	108	107	108	107	107	108	108	107	106	107	108	107	106	107	107	108	109	109	109	109	108	108	109	108	107	109	107	107	106	106	108	105	113	114	115	113	112	112	113	113	113	113	113	113	113	115	115	112	113	115	115	113	113	115	115	113	114	114	113	112	115	115	113	113	112	112	112	8	8	8	7	4	8	8	2	2	3	2	9	7	8	7	5	5	2	3	7	3	0	6	1	9	9	2	2	3	2	4	7	143	144	143	143	144	144	144	145	143	145	144	144	143	143	144	144	144	145	144	158	159	158	159	158	158	159	159	158	158	159	159	158	158	115	112
adtqq	660	816	658	657	656	658	660	657	656	657	658	659	656	657	658	659	657	660	657	657	658	658	656	657	659	659	657	656	657	657	657	658	659	657	655	657	656	660	657	661	658	657	659	663	657	657	655	657	657	657	660	656	655	112	99	99	91	109	109	108	99	99	99	99	99	99	99	99	100	99	109	108	108	109	108	108	108	128	109	109	108	109	109	108	110	108	108	110	108	108	109	108	108	111	108	110	135	137	135	142	138	137	107	109	109	109	109	108	109	105	106	107	142	142	109	109	110	110	109	109	110	109	109	109	110	109	107	108	108	107	107	108	107	108	107	107	108	108	107	106	107	108	107	106	107	107	108	109	109	109	109	108	108	109	108	107	109	107	107	106	106	108	105	113	114	115	113	112	112	113	113	113	113	113	113	113	115	115	112	113	115	115	113	113	115	115	113	114	114	113	112	115	115	113	113	112	112	112	8	2	2	7	4	8	2	4	4	5	4	3	7	2	1	7	5	4	5	1	5	6	0	5	3	3	4	4	5	4	4	7	143	144	143	143	144	144	144	145	143	145	144	144	143	143	144	144	144	145	144	158	159	158	159	158	158	159	159	158	158	159	159	158	158	115	112
adtqr	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	7	7	7	6	3	7	7	1	1	2	1	8	6	7	6	4	4	1	2	6	2	1	5	0	8	8	1	1	2	1	3	6	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtqs	663	819	661	660	659	661	663	660	659	660	661	662	659	660	661	662	660	663	660	660	661	661	659	660	662	662	660	659	660	660	660	661	662	660	658	660	659	663	660	664	661	660	662	666	660	660	658	660	660	660	663	659	658	115	102	102	94	112	112	111	102	102	102	102	102	102	102	102	103	102	112	111	111	112	111	111	111	131	112	112	111	112	112	111	113	111	111	113	111	111	112	111	111	114	111	113	138	140	138	145	141	140	110	112	112	112	112	111	112	108	109	110	145	145	112	112	113	113	112	112	113	112	112	112	113	112	110	111	111	110	110	111	110	111	110	110	111	111	110	109	110	111	110	109	110	110	111	112	112	112	112	111	111	112	111	110	112	110	110	109	109	111	108	116	117	118	116	115	115	116	116	116	116	116	116	116	118	118	115	116	118	118	116	116	118	118	116	117	117	116	115	118	118	116	116	115	115	115	11	1	1	10	7	11	5	7	7	8	7	2	10	5	4	10	8	7	8	4	8	9	3	8	0	6	7	7	8	7	7	10	146	147	146	146	147	147	147	148	146	148	147	147	146	146	147	147	147	148	147	161	162	161	162	161	161	162	162	161	161	162	162	161	161	118	115
adtqt	663	819	661	660	659	661	663	660	659	660	661	662	659	660	661	662	660	663	660	660	661	661	659	660	662	662	660	659	660	660	660	661	662	660	658	660	659	663	660	664	661	660	662	666	660	660	658	660	660	660	663	659	658	115	102	102	94	112	112	111	102	102	102	102	102	102	102	102	103	102	112	111	111	112	111	111	111	131	112	112	111	112	112	111	113	111	111	113	111	111	112	111	111	114	111	113	138	140	138	145	141	140	110	112	112	112	112	111	112	108	109	110	145	145	112	112	113	113	112	112	113	112	112	112	113	112	110	111	111	110	110	111	110	111	110	110	111	111	110	109	110	111	110	109	110	110	111	112	112	112	112	111	111	112	111	110	112	110	110	109	109	111	108	116	117	118	116	115	115	116	116	116	116	116	116	116	118	118	115	116	118	118	116	116	118	118	116	117	117	116	115	118	118	116	116	115	115	115	11	5	5	10	7	11	1	7	7	8	7	6	10	1	4	10	8	7	8	4	8	9	3	8	6	0	7	7	8	7	7	10	146	147	146	146	147	147	147	148	146	148	147	147	146	146	147	147	147	148	147	161	162	161	162	161	161	162	162	161	161	162	162	161	161	118	115
adtqw	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	6	6	6	5	2	6	6	0	0	1	0	7	5	6	5	3	3	0	1	5	1	2	4	1	7	7	0	0	1	0	2	5	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtqx	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	6	6	6	5	2	6	6	0	0	1	0	7	5	6	5	3	3	0	1	5	1	2	4	1	7	7	0	0	1	0	2	5	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtqy	659	815	657	656	655	657	659	656	655	656	657	658	655	656	657	658	656	659	656	656	657	657	655	656	658	658	656	655	656	656	656	657	658	656	654	656	655	659	656	660	657	656	658	662	656	656	654	656	656	656	659	655	654	111	98	98	90	108	108	107	98	98	98	98	98	98	98	98	99	98	108	107	107	108	107	107	107	127	108	108	107	108	108	107	109	107	107	109	107	107	108	107	107	110	107	109	134	136	134	141	137	136	106	108	108	108	108	107	108	104	105	106	141	141	108	108	109	109	108	108	109	108	108	108	109	108	106	107	107	106	106	107	106	107	106	106	107	107	106	105	106	107	106	105	106	106	107	108	108	108	108	107	107	108	107	106	108	106	106	105	105	107	104	112	113	114	112	111	111	112	112	112	112	112	112	112	114	114	111	112	114	114	112	112	114	114	112	113	113	112	111	114	114	112	112	111	111	111	7	7	7	6	3	7	7	1	1	2	1	8	6	7	6	4	4	1	2	6	2	3	5	2	8	8	1	1	0	1	3	6	142	143	142	142	143	143	143	144	142	144	143	143	142	142	143	143	143	144	143	157	158	157	158	157	157	158	158	157	157	158	158	157	157	114	111
adtqz	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	6	6	6	5	2	6	6	0	0	1	0	7	5	6	5	3	3	0	1	5	1	2	4	1	7	7	0	0	1	0	2	5	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtra	658	814	656	655	654	656	658	655	654	655	656	657	654	655	656	657	655	658	655	655	656	656	654	655	657	657	655	654	655	655	655	656	657	655	653	655	654	658	655	659	656	655	657	661	655	655	653	655	655	655	658	654	653	110	97	97	89	107	107	106	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	126	107	107	106	107	107	106	108	106	106	108	106	106	107	106	106	109	106	108	133	135	133	140	136	135	105	107	107	107	107	106	107	103	104	105	140	140	107	107	108	108	107	107	108	107	107	107	108	107	105	106	106	105	105	106	105	106	105	105	106	106	105	104	105	106	105	104	105	105	106	107	107	107	107	106	106	107	106	105	107	105	105	104	104	106	103	111	112	113	111	110	110	111	111	111	111	111	111	111	113	113	110	111	113	113	111	111	113	113	111	112	112	111	110	113	113	111	111	110	110	110	4	6	6	3	0	4	6	2	2	3	2	7	3	6	5	5	1	2	3	5	3	4	4	3	7	7	2	2	3	2	0	3	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	156	157	156	157	156	156	157	157	156	156	157	157	156	156	113	110
adtrb	661	817	659	658	657	659	661	658	657	658	659	660	657	658	659	660	658	661	658	658	659	659	657	658	660	660	658	657	658	658	658	659	660	658	656	658	657	661	658	662	659	658	660	664	658	658	656	658	658	658	661	657	656	113	100	100	92	110	110	109	100	100	100	100	100	100	100	100	101	100	110	109	109	110	109	109	109	129	110	110	109	110	110	109	111	109	109	111	109	109	110	109	109	112	109	111	136	138	136	143	139	138	108	110	110	110	110	109	110	106	107	108	143	143	110	110	111	111	110	110	111	110	110	110	111	110	108	109	109	108	108	109	108	109	108	108	109	109	108	107	108	109	108	107	108	108	109	110	110	110	110	109	109	110	109	108	110	108	108	107	107	109	106	114	115	116	114	113	113	114	114	114	114	114	114	114	116	116	113	114	116	116	114	114	116	116	114	115	115	114	113	116	116	114	114	113	113	113	1	9	9	0	3	1	9	5	5	6	5	10	0	9	8	8	4	5	6	8	6	7	7	6	10	10	5	5	6	5	3	0	144	145	144	144	145	145	145	146	144	146	145	145	144	144	145	145	145	146	145	159	160	159	160	159	159	160	160	159	159	160	160	159	159	116	113
